ETH_ID,PPL_ID,FLG_ID,nom_ethnie,fichier_ETH_canonique,priorite
ETH_LUNDA_LUNDA_D_ANGOLA,PPL_LUNDA,FLG_NIGERCONGO,Lunda d'Angola,dataset/source/afrik/ethnies/PPL_LUNDA/ETH_LUNDA_LUNDA_D_ANGOLA.txt,normal
ETH_LUNDA_LUNDA_DE_ZAMBIE,PPL_LUNDA,FLG_NIGERCONGO,Lunda de Zambie,dataset/source/afrik/ethnies/PPL_LUNDA/ETH_LUNDA_LUNDA_DE_ZAMBIE.txt,normal
ETH_LUNDA_NORTE_LUNDA_DE_LUNDA_NORTE,PPL_LUNDA_NORTE,FLG_NIGERCONGO,Lunda de Lunda Norte,dataset/source/afrik/ethnies/PPL_LUNDA_NORTE/ETH_LUNDA_NORTE_LUNDA_DE_LUNDA_NORTE.txt,normal
ETH_LUO_PAGU_LUO_PAGU_D_OUGANDA,PPL_LUO_PAGU,FLG_NILOTIQUE,Luo Pagu d'Ouganda,dataset/source/afrik/ethnies/PPL_LUO_PAGU/ETH_LUO_PAGU_LUO_PAGU_D_OUGANDA.txt,normal
ETH_LUO_PAGU_LUO_PAGU_DU_KENYA,PPL_LUO_PAGU,FLG_NILOTIQUE,Luo Pagu du Kenya,dataset/source/afrik/ethnies/PPL_LUO_PAGU/ETH_LUO_PAGU_LUO_PAGU_DU_KENYA.txt,normal
ETH_MAASAI_MAASAI_DU_KENYA,PPL_MAASAI,FLG_NILOTIQUE,Maasai du Kenya,dataset/source/afrik/ethnies/PPL_MAASAI/ETH_MAASAI_MAASAI_DU_KENYA.txt,normal
ETH_MAASAI_MAASAI_DE_TANZANIE,PPL_MAASAI,FLG_NILOTIQUE,Maasai de Tanzanie,dataset/source/afrik/ethnies/PPL_MAASAI/ETH_MAASAI_MAASAI_DE_TANZANIE.txt,normal
ETH_MAATS_MAATS_DU_NORD,PPL_MAATS,FLG_OMOTIQUE,Maats du Nord,dataset/source/afrik/ethnies/PPL_MAATS/ETH_MAATS_MAATS_DU_NORD.txt,normal
ETH_MAATS_MAATS_DU_SUD,PPL_MAATS,FLG_OMOTIQUE,Maats du Sud,dataset/source/afrik/ethnies/PPL_MAATS/ETH_MAATS_MAATS_DU_SUD.txt,normal
ETH_MABAN_MABAN_DU_SOUDAN_DU_SUD,PPL_MABAN,FLG_NILOTIQUE,Maban du Soudan du Sud,dataset/source/afrik/ethnies/PPL_MABAN/ETH_MABAN_MABAN_DU_SOUDAN_DU_SUD.txt,normal
ETH_MABAN_MABAN_DU_TCHAD,PPL_MABAN,FLG_NILOTIQUE,Maban du Tchad,dataset/source/afrik/ethnies/PPL_MABAN/ETH_MABAN_MABAN_DU_TCHAD.txt,normal
ETH_MADI_MADI_D_OUGANDA,PPL_MADI,FLG_SOUDANIQUECENTRAL,Madi d'Ouganda,dataset/source/afrik/ethnies/PPL_MADI/ETH_MADI_MADI_D_OUGANDA.txt,normal
ETH_MADI_MADI_DU_SOUDAN_DU_SUD,PPL_MADI,FLG_SOUDANIQUECENTRAL,Madi du Soudan du Sud,dataset/source/afrik/ethnies/PPL_MADI/ETH_MADI_MADI_DU_SOUDAN_DU_SUD.txt,normal
ETH_MAFA_MAFA_DES_MONTS_MANDARA,PPL_MAFA,FLG_TCHADIQUE,Mafa des Monts Mandara,dataset/source/afrik/ethnies/PPL_MAFA/ETH_MAFA_MAFA_DES_MONTS_MANDARA.txt,normal
ETH_MAKONDE_MAKONDE_DU_MOZAMBIQUE,PPL_MAKONDE,FLG_NIGERCONGO,Makonde du Mozambique,dataset/source/afrik/ethnies/PPL_MAKONDE/ETH_MAKONDE_MAKONDE_DU_MOZAMBIQUE.txt,normal
ETH_MAKONDE_MAKONDE_DE_TANZANIE,PPL_MAKONDE,FLG_NIGERCONGO,Makonde de Tanzanie,dataset/source/afrik/ethnies/PPL_MAKONDE/ETH_MAKONDE_MAKONDE_DE_TANZANIE.txt,normal
ETH_MAKONDE_MOZ_MAKONDE_DU_NORD,PPL_MAKONDE_MOZ,FLG_NIGERCONGO,Makonde du Nord,dataset/source/afrik/ethnies/PPL_MAKONDE_MOZ/ETH_MAKONDE_MOZ_MAKONDE_DU_NORD.txt,normal
ETH_MAKONDE_MOZ_MAKONDE_DU_SUD,PPL_MAKONDE_MOZ,FLG_NIGERCONGO,Makonde du Sud,dataset/source/afrik/ethnies/PPL_MAKONDE_MOZ/ETH_MAKONDE_MOZ_MAKONDE_DU_SUD.txt,normal
ETH_MAKONDE_TANZ_MAKONDE_DU_NORD,PPL_MAKONDE_TANZ,FLG_NIGERCONGO,Makonde du Nord,dataset/source/afrik/ethnies/PPL_MAKONDE_TANZ/ETH_MAKONDE_TANZ_MAKONDE_DU_NORD.txt,normal
ETH_MAKONDE_TANZ_MAKONDE_DU_SUD,PPL_MAKONDE_TANZ,FLG_NIGERCONGO,Makonde du Sud,dataset/source/afrik/ethnies/PPL_MAKONDE_TANZ/ETH_MAKONDE_TANZ_MAKONDE_DU_SUD.txt,normal
ETH_MAKUA_MAKUA_DU_MOZAMBIQUE,PPL_MAKUA,FLG_NIGERCONGO,Makua du Mozambique,dataset/source/afrik/ethnies/PPL_MAKUA/ETH_MAKUA_MAKUA_DU_MOZAMBIQUE.txt,normal
ETH_MAKUA_MAKUA_DE_TANZANIE,PPL_MAKUA,FLG_NIGERCONGO,Makua de Tanzanie,dataset/source/afrik/ethnies/PPL_MAKUA/ETH_MAKUA_MAKUA_DE_TANZANIE.txt,normal
ETH_MAKUA_MAKUA_DU_MALAWI,PPL_MAKUA,FLG_NIGERCONGO,Makua du Malawi,dataset/source/afrik/ethnies/PPL_MAKUA/ETH_MAKUA_MAKUA_DU_MALAWI.txt,normal
ETH_MALINKE_MALINKE_DU_MALI,PPL_MALINKE,FLG_NIGERCONGO,Malinké du Mali,dataset/source/afrik/ethnies/PPL_MALINKE/ETH_MALINKE_MALINKE_DU_MALI.txt,normal
ETH_MALINKE_MALINKE_DE_GUINEE,PPL_MALINKE,FLG_NIGERCONGO,Malinké de Guinée,dataset/source/afrik/ethnies/PPL_MALINKE/ETH_MALINKE_MALINKE_DE_GUINEE.txt,normal
ETH_MALINKE_MALINKE_DU_SENEGAL,PPL_MALINKE,FLG_NIGERCONGO,Malinké du Sénégal,dataset/source/afrik/ethnies/PPL_MALINKE/ETH_MALINKE_MALINKE_DU_SENEGAL.txt,normal
ETH_MALINKE_MALINKE_DE_COTE_D_IVOIRE,PPL_MALINKE,FLG_NIGERCONGO,Malinké de Côte d'Ivoire,dataset/source/afrik/ethnies/PPL_MALINKE/ETH_MALINKE_MALINKE_DE_COTE_D_IVOIRE.txt,normal
ETH_MALINKE_MALINKE_DE_GAMBIE,PPL_MALINKE,FLG_NIGERCONGO,Malinké de Gambie,dataset/source/afrik/ethnies/PPL_MALINKE/ETH_MALINKE_MALINKE_DE_GAMBIE.txt,normal
ETH_MALINKE_MALINKE_DE_GUINEE_BISSAU,PPL_MALINKE,FLG_NIGERCONGO,Malinké de Guinée-Bissau,dataset/source/afrik/ethnies/PPL_MALINKE/ETH_MALINKE_MALINKE_DE_GUINEE_BISSAU.txt,normal
ETH_MALLE_MALLE_DU_NORD,PPL_MALLE,FLG_OMOTIQUE,Malle du Nord,dataset/source/afrik/ethnies/PPL_MALLE/ETH_MALLE_MALLE_DU_NORD.txt,normal
ETH_MALLE_MALLE_DU_SUD,PPL_MALLE,FLG_OMOTIQUE,Malle du Sud,dataset/source/afrik/ethnies/PPL_MALLE/ETH_MALLE_MALLE_DU_SUD.txt,normal
ETH_MAMPRUSI_MAMPRUSI_DU_GHANA,PPL_MAMPRUSI,FLG_NIGERCONGO,Mamprusi du Ghana,dataset/source/afrik/ethnies/PPL_MAMPRUSI/ETH_MAMPRUSI_MAMPRUSI_DU_GHANA.txt,normal
ETH_MAMPRUSI_MAMPRUSI_DU_BURKINA_FASO,PPL_MAMPRUSI,FLG_NIGERCONGO,Mamprusi du Burkina Faso,dataset/source/afrik/ethnies/PPL_MAMPRUSI/ETH_MAMPRUSI_MAMPRUSI_DU_BURKINA_FASO.txt,normal
ETH_MANDARA_WANDALA_DU_CAMEROUN,PPL_MANDARA,FLG_TCHADIQUE,Wandala du Cameroun,dataset/source/afrik/ethnies/PPL_MANDARA/ETH_MANDARA_WANDALA_DU_CAMEROUN.txt,normal
ETH_MANDARA_MANDARA_DU_NIGERIA,PPL_MANDARA,FLG_TCHADIQUE,Mandara du Nigeria,dataset/source/afrik/ethnies/PPL_MANDARA/ETH_MANDARA_MANDARA_DU_NIGERIA.txt,normal
ETH_MANDE_MACRO_MALINKE_MANDINKA,PPL_MANDE_MACRO,FLG_MANDE,Malinké / Mandinka,dataset/source/afrik/ethnies/PPL_MANDE_MACRO/ETH_MANDE_MACRO_MALINKE_MANDINKA.txt,normal
ETH_MANDE_MACRO_BAMBARA,PPL_MANDE_MACRO,FLG_MANDE,Bambara,dataset/source/afrik/ethnies/PPL_MANDE_MACRO/ETH_MANDE_MACRO_BAMBARA.txt,normal
ETH_MANDE_MACRO_DIOULA,PPL_MANDE_MACRO,FLG_MANDE,Dioula,dataset/source/afrik/ethnies/PPL_MANDE_MACRO/ETH_MANDE_MACRO_DIOULA.txt,normal
ETH_MANDE_MACRO_SONINKE,PPL_MANDE_MACRO,FLG_MANDE,Soninké,dataset/source/afrik/ethnies/PPL_MANDE_MACRO/ETH_MANDE_MACRO_SONINKE.txt,normal
ETH_MANDE_MACRO_KPELLE,PPL_MANDE_MACRO,FLG_MANDE,Kpelle,dataset/source/afrik/ethnies/PPL_MANDE_MACRO/ETH_MANDE_MACRO_KPELLE.txt,normal
ETH_MANDE_MACRO_LOBI,PPL_MANDE_MACRO,FLG_MANDE,Lobi,dataset/source/afrik/ethnies/PPL_MANDE_MACRO/ETH_MANDE_MACRO_LOBI.txt,normal
ETH_MANDINGUE_MANDINGUE_DU_MALI,PPL_MANDINGUE,FLG_NIGERCONGO,Mandingue du Mali,dataset/source/afrik/ethnies/PPL_MANDINGUE/ETH_MANDINGUE_MANDINGUE_DU_MALI.txt,normal
ETH_MANDINGUE_MANDINGUE_DE_GUINEE,PPL_MANDINGUE,FLG_NIGERCONGO,Mandingue de Guinée,dataset/source/afrik/ethnies/PPL_MANDINGUE/ETH_MANDINGUE_MANDINGUE_DE_GUINEE.txt,normal
ETH_MANDINGUE_MANDINGUE_DU_SENEGAL,PPL_MANDINGUE,FLG_NIGERCONGO,Mandingue du Sénégal,dataset/source/afrik/ethnies/PPL_MANDINGUE/ETH_MANDINGUE_MANDINGUE_DU_SENEGAL.txt,normal
ETH_MANDINGUE_MANDINGUE_DE_COTE_D_IVOIRE,PPL_MANDINGUE,FLG_NIGERCONGO,Mandingue de Côte d'Ivoire,dataset/source/afrik/ethnies/PPL_MANDINGUE/ETH_MANDINGUE_MANDINGUE_DE_COTE_D_IVOIRE.txt,normal
ETH_MANDINGUE_MANDINGUE_DE_GAMBIE,PPL_MANDINGUE,FLG_NIGERCONGO,Mandingue de Gambie,dataset/source/afrik/ethnies/PPL_MANDINGUE/ETH_MANDINGUE_MANDINGUE_DE_GAMBIE.txt,normal
ETH_MANDINGUE_MANDINGUE_DE_GUINEE_BISSAU,PPL_MANDINGUE,FLG_NIGERCONGO,Mandingue de Guinée-Bissau,dataset/source/afrik/ethnies/PPL_MANDINGUE/ETH_MANDINGUE_MANDINGUE_DE_GUINEE_BISSAU.txt,normal
ETH_MANDINGUE_MANDINGUE_DE_SIERRA_LEONE,PPL_MANDINGUE,FLG_NIGERCONGO,Mandingue de Sierra Leone,dataset/source/afrik/ethnies/PPL_MANDINGUE/ETH_MANDINGUE_MANDINGUE_DE_SIERRA_LEONE.txt,normal
ETH_MANGA_MANGA_DU_NORD,PPL_MANGA,FLG_TCHADIQUE,Manga du Nord,dataset/source/afrik/ethnies/PPL_MANGA/ETH_MANGA_MANGA_DU_NORD.txt,normal
ETH_MANGA_MANGA_DU_SUD,PPL_MANGA,FLG_TCHADIQUE,Manga du Sud,dataset/source/afrik/ethnies/PPL_MANGA/ETH_MANGA_MANGA_DU_SUD.txt,normal
ETH_MANGBETU_MANGBETU_DU_NORD,PPL_MANGBETU,FLG_SOUDANIQUECENTRAL,Mangbetu du Nord,dataset/source/afrik/ethnies/PPL_MANGBETU/ETH_MANGBETU_MANGBETU_DU_NORD.txt,normal
ETH_MANGBETU_MANGBETU_DU_SUD,PPL_MANGBETU,FLG_SOUDANIQUECENTRAL,Mangbetu du Sud,dataset/source/afrik/ethnies/PPL_MANGBETU/ETH_MANGBETU_MANGBETU_DU_SUD.txt,normal
ETH_MANIANGA_MANIANGA_DU_NORD,PPL_MANIANGA,FLG_NIGERCONGO,Manianga du Nord,dataset/source/afrik/ethnies/PPL_MANIANGA/ETH_MANIANGA_MANIANGA_DU_NORD.txt,normal
ETH_MANIANGA_MANIANGA_DU_SUD,PPL_MANIANGA,FLG_NIGERCONGO,Manianga du Sud,dataset/source/afrik/ethnies/PPL_MANIANGA/ETH_MANIANGA_MANIANGA_DU_SUD.txt,normal
ETH_MANJAK_MANJAK_DE_GUINEE_BISSAU,PPL_MANJAK,FLG_NIGERCONGO,Manjak de Guinée-Bissau,dataset/source/afrik/ethnies/PPL_MANJAK/ETH_MANJAK_MANJAK_DE_GUINEE_BISSAU.txt,normal
ETH_MANJAK_MANJAK_DU_SENEGAL,PPL_MANJAK,FLG_NIGERCONGO,Manjak du Sénégal,dataset/source/afrik/ethnies/PPL_MANJAK/ETH_MANJAK_MANJAK_DU_SENEGAL.txt,normal
ETH_MANKANYA_MANKANYA_DU_SENEGAL_REGION_DE_ZIGUINCHOR,PPL_MANKANYA,FLG_ATLANTIQUE,Mankanya du Sénégal (région de Ziguinchor),dataset/source/afrik/ethnies/PPL_MANKANYA/ETH_MANKANYA_MANKANYA_DU_SENEGAL_REGION_DE_ZIGUINCHOR.txt,normal
ETH_MANKANYA_MANKANYA_DE_GUINEE_BISSAU_ZONE_LITTORALE,PPL_MANKANYA,FLG_ATLANTIQUE,Mankanya de Guinée-Bissau (zone littorale),dataset/source/afrik/ethnies/PPL_MANKANYA/ETH_MANKANYA_MANKANYA_DE_GUINEE_BISSAU_ZONE_LITTORALE.txt,normal
ETH_MANYIKA_MANYIKA_DU_ZIMBABWE,PPL_MANYIKA,FLG_NIGERCONGO,Manyika du Zimbabwe,dataset/source/afrik/ethnies/PPL_MANYIKA/ETH_MANYIKA_MANYIKA_DU_ZIMBABWE.txt,normal
ETH_MANYIKA_MANYIKA_DU_MOZAMBIQUE,PPL_MANYIKA,FLG_NIGERCONGO,Manyika du Mozambique,dataset/source/afrik/ethnies/PPL_MANYIKA/ETH_MANYIKA_MANYIKA_DU_MOZAMBIQUE.txt,normal
ETH_MANYIKA_ZIM_MANYIKA_DU_NORD,PPL_MANYIKA_ZIM,FLG_NIGERCONGO,Manyika du Nord,dataset/source/afrik/ethnies/PPL_MANYIKA_ZIM/ETH_MANYIKA_ZIM_MANYIKA_DU_NORD.txt,normal
ETH_MANYIKA_ZIM_MANYIKA_DU_SUD,PPL_MANYIKA_ZIM,FLG_NIGERCONGO,Manyika du Sud,dataset/source/afrik/ethnies/PPL_MANYIKA_ZIM/ETH_MANYIKA_ZIM_MANYIKA_DU_SUD.txt,normal
ETH_MARAKA_MARAKA_DU_NORD,PPL_MARAKA,FLG_NIGERCONGO,Maraka du Nord,dataset/source/afrik/ethnies/PPL_MARAKA/ETH_MARAKA_MARAKA_DU_NORD.txt,normal
ETH_MARAKA_MARAKA_DU_SUD,PPL_MARAKA,FLG_NIGERCONGO,Maraka du Sud,dataset/source/afrik/ethnies/PPL_MARAKA/ETH_MARAKA_MARAKA_DU_SUD.txt,normal
ETH_MARGI_MARGI_DU_NORD,PPL_MARGI,FLG_TCHADIQUE,Margi du Nord,dataset/source/afrik/ethnies/PPL_MARGI/ETH_MARGI_MARGI_DU_NORD.txt,normal
ETH_MARGI_MARGI_DU_SUD,PPL_MARGI,FLG_TCHADIQUE,Margi du Sud,dataset/source/afrik/ethnies/PPL_MARGI/ETH_MARGI_MARGI_DU_SUD.txt,normal
ETH_MASA_MASA_DU_TCHAD,PPL_MASA,FLG_TCHADIQUE,Masa du Tchad,dataset/source/afrik/ethnies/PPL_MASA/ETH_MASA_MASA_DU_TCHAD.txt,normal
ETH_MASA_MASA_DU_CAMEROUN,PPL_MASA,FLG_TCHADIQUE,Masa du Cameroun,dataset/source/afrik/ethnies/PPL_MASA/ETH_MASA_MASA_DU_CAMEROUN.txt,normal
ETH_MBOCHI_MBOCHI_DU_NORD,PPL_MBOCHI,FLG_NIGERCONGO,Mbochi du Nord,dataset/source/afrik/ethnies/PPL_MBOCHI/ETH_MBOCHI_MBOCHI_DU_NORD.txt,normal
ETH_MBOCHI_MBOCHI_DU_SUD,PPL_MBOCHI,FLG_NIGERCONGO,Mbochi du Sud,dataset/source/afrik/ethnies/PPL_MBOCHI/ETH_MBOCHI_MBOCHI_DU_SUD.txt,normal
ETH_MBOGO_MBOGO_DU_NORD,PPL_MBOGO,FLG_TCHADIQUE,Mbogo du Nord,dataset/source/afrik/ethnies/PPL_MBOGO/ETH_MBOGO_MBOGO_DU_NORD.txt,normal
ETH_MBOGO_MBOGO_DU_SUD,PPL_MBOGO,FLG_TCHADIQUE,Mbogo du Sud,dataset/source/afrik/ethnies/PPL_MBOGO/ETH_MBOGO_MBOGO_DU_SUD.txt,normal
ETH_MEEN_ME_EN_DU_NORD,PPL_MEEN,FLG_OMOTIQUE,Me'en du Nord,dataset/source/afrik/ethnies/PPL_MEEN/ETH_MEEN_ME_EN_DU_NORD.txt,normal
ETH_MEEN_ME_EN_DU_SUD,PPL_MEEN,FLG_OMOTIQUE,Me'en du Sud,dataset/source/afrik/ethnies/PPL_MEEN/ETH_MEEN_ME_EN_DU_SUD.txt,normal
ETH_MENDE_MENDE_DE_SIERRA_LEONE,PPL_MENDE,FLG_NIGERCONGO,Mende de Sierra Leone,dataset/source/afrik/ethnies/PPL_MENDE/ETH_MENDE_MENDE_DE_SIERRA_LEONE.txt,normal
ETH_MENDE_MENDE_DU_LIBERIA,PPL_MENDE,FLG_NIGERCONGO,Mende du Libéria,dataset/source/afrik/ethnies/PPL_MENDE/ETH_MENDE_MENDE_DU_LIBERIA.txt,normal
ETH_MERINA_MERINA_DES_HAUTES_TERRES,PPL_MERINA,FLG_AUSTRONESIENNE,Merina des hautes terres,dataset/source/afrik/ethnies/PPL_MERINA/ETH_MERINA_MERINA_DES_HAUTES_TERRES.txt,normal
ETH_MERU_MERU_DU_NORD,PPL_MERU,FLG_NIGERCONGO,Meru du Nord,dataset/source/afrik/ethnies/PPL_MERU/ETH_MERU_MERU_DU_NORD.txt,normal
ETH_MERU_MERU_DU_SUD,PPL_MERU,FLG_NIGERCONGO,Meru du Sud,dataset/source/afrik/ethnies/PPL_MERU/ETH_MERU_MERU_DU_SUD.txt,normal
ETH_MIKEA_MIKEA_DU_NORD,PPL_MIKEA,FLG_AUSTRONESIENNE,Mikea du Nord,dataset/source/afrik/ethnies/PPL_MIKEA/ETH_MIKEA_MIKEA_DU_NORD.txt,normal
ETH_MIKEA_MIKEA_DU_SUD,PPL_MIKEA,FLG_AUSTRONESIENNE,Mikea du Sud,dataset/source/afrik/ethnies/PPL_MIKEA/ETH_MIKEA_MIKEA_DU_SUD.txt,normal
ETH_MOBE_MOBE_DU_NORD,PPL_MOBE,FLG_TCHADIQUE,Mobe du Nord,dataset/source/afrik/ethnies/PPL_MOBE/ETH_MOBE_MOBE_DU_NORD.txt,normal
ETH_MOBE_MOBE_DU_SUD,PPL_MOBE,FLG_TCHADIQUE,Mobe du Sud,dataset/source/afrik/ethnies/PPL_MOBE/ETH_MOBE_MOBE_DU_SUD.txt,normal
ETH_MOFU_MOFU_GUDUR,PPL_MOFU,FLG_TCHADIQUE,Mofu-Gudur,dataset/source/afrik/ethnies/PPL_MOFU/ETH_MOFU_MOFU_GUDUR.txt,normal
ETH_MOFU_MOFU_DUVANGAR,PPL_MOFU,FLG_TCHADIQUE,Mofu-Duvangar,dataset/source/afrik/ethnies/PPL_MOFU/ETH_MOFU_MOFU_DUVANGAR.txt,normal
ETH_MOFU_MOFU_MERI,PPL_MOFU,FLG_TCHADIQUE,Mofu-Meri,dataset/source/afrik/ethnies/PPL_MOFU/ETH_MOFU_MOFU_MERI.txt,normal
ETH_MOFU_MOFU_MOKYO,PPL_MOFU,FLG_TCHADIQUE,Mofu-Mokyo,dataset/source/afrik/ethnies/PPL_MOFU/ETH_MOFU_MOFU_MOKYO.txt,normal
ETH_MONGO_MONGO_DE_L_EQUATEUR,PPL_MONGO,FLG_NIGERCONGO,Mongo de l'Équateur,dataset/source/afrik/ethnies/PPL_MONGO/ETH_MONGO_MONGO_DE_L_EQUATEUR.txt,normal
ETH_MONGO_MONGO_DU_TSHUAPA,PPL_MONGO,FLG_NIGERCONGO,Mongo du Tshuapa,dataset/source/afrik/ethnies/PPL_MONGO/ETH_MONGO_MONGO_DU_TSHUAPA.txt,normal
ETH_MORU_MORU_DU_NORD,PPL_MORU,FLG_SOUDANIQUECENTRAL,Moru du Nord,dataset/source/afrik/ethnies/PPL_MORU/ETH_MORU_MORU_DU_NORD.txt,normal
ETH_MORU_MORU_DU_SUD,PPL_MORU,FLG_SOUDANIQUECENTRAL,Moru du Sud,dataset/source/afrik/ethnies/PPL_MORU/ETH_MORU_MORU_DU_SUD.txt,normal
ETH_MOSSI_MOSSI_DU_BURKINA_FASO,PPL_MOSSI,FLG_NIGERCONGO,Mossi du Burkina Faso,dataset/source/afrik/ethnies/PPL_MOSSI/ETH_MOSSI_MOSSI_DU_BURKINA_FASO.txt,normal
ETH_MOSSI_MOSSI_DU_GHANA,PPL_MOSSI,FLG_NIGERCONGO,Mossi du Ghana,dataset/source/afrik/ethnies/PPL_MOSSI/ETH_MOSSI_MOSSI_DU_GHANA.txt,normal
ETH_MOSSI_MOSSI_DE_COTE_D_IVOIRE,PPL_MOSSI,FLG_NIGERCONGO,Mossi de Côte d'Ivoire,dataset/source/afrik/ethnies/PPL_MOSSI/ETH_MOSSI_MOSSI_DE_COTE_D_IVOIRE.txt,normal
ETH_MOSSI_MOSSI_DU_MALI,PPL_MOSSI,FLG_NIGERCONGO,Mossi du Mali,dataset/source/afrik/ethnies/PPL_MOSSI/ETH_MOSSI_MOSSI_DU_MALI.txt,normal
ETH_MOZABITE_AT_MZAB,PPL_MOZABITE,FLG_BERBERE,At Mzab,dataset/source/afrik/ethnies/PPL_MOZABITE/ETH_MOZABITE_AT_MZAB.txt,normal
ETH_MOZABITE_AT_BOUNOUR,PPL_MOZABITE,FLG_BERBERE,At Bounour,dataset/source/afrik/ethnies/PPL_MOZABITE/ETH_MOZABITE_AT_BOUNOUR.txt,normal
ETH_MOZABITE_AT_ABAD,PPL_MOZABITE,FLG_BERBERE,At Abad,dataset/source/afrik/ethnies/PPL_MOZABITE/ETH_MOZABITE_AT_ABAD.txt,normal
ETH_MURLE_MURLE_DU_SOUDAN_DU_SUD,PPL_MURLE,FLG_NILOTIQUE,Murle du Soudan du Sud,dataset/source/afrik/ethnies/PPL_MURLE/ETH_MURLE_MURLE_DU_SOUDAN_DU_SUD.txt,normal
ETH_MURLE_MURLE_D_ETHIOPIE,PPL_MURLE,FLG_NILOTIQUE,Murle d'Éthiopie,dataset/source/afrik/ethnies/PPL_MURLE/ETH_MURLE_MURLE_D_ETHIOPIE.txt,normal
ETH_MUSGU_MUSGUM_DU_CAMEROUN,PPL_MUSGU,FLG_TCHADIQUE,Musgum du Cameroun,dataset/source/afrik/ethnies/PPL_MUSGU/ETH_MUSGU_MUSGUM_DU_CAMEROUN.txt,normal
ETH_MUSGU_MUSGUM_DU_TCHAD,PPL_MUSGU,FLG_TCHADIQUE,Musgum du Tchad,dataset/source/afrik/ethnies/PPL_MUSGU/ETH_MUSGU_MUSGUM_DU_TCHAD.txt,normal
ETH_MYENE_MYENE_DU_NORD,PPL_MYENE,FLG_NIGERCONGO,Myene du Nord,dataset/source/afrik/ethnies/PPL_MYENE/ETH_MYENE_MYENE_DU_NORD.txt,normal
ETH_MYENE_MYENE_DU_SUD,PPL_MYENE,FLG_NIGERCONGO,Myene du Sud,dataset/source/afrik/ethnies/PPL_MYENE/ETH_MYENE_MYENE_DU_SUD.txt,normal
ETH_NABT_NABIT_DE_BONGO,PPL_NABT,FLG_GUR,Nabit de Bongo,dataset/source/afrik/ethnies/PPL_NABT/ETH_NABT_NABIT_DE_BONGO.txt,normal
ETH_NAFUSI_NAFUSI_DE_YEFREN,PPL_NAFUSI,FLG_BERBERE,Nafusi de Yefren,dataset/source/afrik/ethnies/PPL_NAFUSI/ETH_NAFUSI_NAFUSI_DE_YEFREN.txt,normal
ETH_NAFUSI_NAFUSI_DE_JADU,PPL_NAFUSI,FLG_BERBERE,Nafusi de Jadu,dataset/source/afrik/ethnies/PPL_NAFUSI/ETH_NAFUSI_NAFUSI_DE_JADU.txt,normal
ETH_NALU_NALU_DU_LITTORAL,PPL_NALU,FLG_ATLANTIQUE,Nalu du littoral,dataset/source/afrik/ethnies/PPL_NALU/ETH_NALU_NALU_DU_LITTORAL.txt,normal
ETH_NAMA_NAMA_DE_NAMIBIE,PPL_NAMA,FLG_KHOE,Nama de Namibie,dataset/source/afrik/ethnies/PPL_NAMA/ETH_NAMA_NAMA_DE_NAMIBIE.txt,normal
ETH_NAMA_NAMA_D_AFRIQUE_DU_SUD,PPL_NAMA,FLG_KHOE,Nama d'Afrique du Sud,dataset/source/afrik/ethnies/PPL_NAMA/ETH_NAMA_NAMA_D_AFRIQUE_DU_SUD.txt,normal
ETH_NANDE_NANDE_DU_NORD,PPL_NANDE,FLG_BANTU,Nande du Nord,dataset/source/afrik/ethnies/PPL_NANDE/ETH_NANDE_NANDE_DU_NORD.txt,normal
ETH_NANDE_NANDE_DU_SUD,PPL_NANDE,FLG_BANTU,Nande du Sud,dataset/source/afrik/ethnies/PPL_NANDE/ETH_NANDE_NANDE_DU_SUD.txt,normal
ETH_NANKANA_NANKANA_DU_NORD,PPL_NANKANA,FLG_NIGERCONGO,Nankana du Nord,dataset/source/afrik/ethnies/PPL_NANKANA/ETH_NANKANA_NANKANA_DU_NORD.txt,normal
ETH_NANKANA_NANKANA_DU_SUD,PPL_NANKANA,FLG_NIGERCONGO,Nankana du Sud,dataset/source/afrik/ethnies/PPL_NANKANA/ETH_NANKANA_NANKANA_DU_SUD.txt,normal
ETH_NDAI_NDAI_DU_NORD,PPL_NDAI,FLG_SOUDANIQUECENTRAL,Ndai du Nord,dataset/source/afrik/ethnies/PPL_NDAI/ETH_NDAI_NDAI_DU_NORD.txt,normal
ETH_NDAI_NDAI_DU_SUD,PPL_NDAI,FLG_SOUDANIQUECENTRAL,Ndai du Sud,dataset/source/afrik/ethnies/PPL_NDAI/ETH_NDAI_NDAI_DU_SUD.txt,normal
ETH_NDAU_NDAU_DU_MOZAMBIQUE,PPL_NDAU,FLG_NIGERCONGO,Ndau du Mozambique,dataset/source/afrik/ethnies/PPL_NDAU/ETH_NDAU_NDAU_DU_MOZAMBIQUE.txt,normal
ETH_NDAU_NDAU_DU_ZIMBABWE,PPL_NDAU,FLG_NIGERCONGO,Ndau du Zimbabwe,dataset/source/afrik/ethnies/PPL_NDAU/ETH_NDAU_NDAU_DU_ZIMBABWE.txt,normal
ETH_NDAU_MOZ_NDAU_DU_NORD,PPL_NDAU_MOZ,FLG_NIGERCONGO,Ndau du Nord,dataset/source/afrik/ethnies/PPL_NDAU_MOZ/ETH_NDAU_MOZ_NDAU_DU_NORD.txt,normal
