PPL_ID,FLG_ID,ethnie_label_brut,source_index,source_inventaire,source_ppl_ethnies,source_labels,ETH_ID_proposé,fichier_ETH_existant,statut_generation,niveau,notes_convergence
PPL_KUSSI,FLG_ATLANTIQUE,Kussi littoraux,1,1,1,Kussi littoraux,,,manquant,sous_ethnie_ou_clan,
PPL_KUTAEB,FLG_BENOUECONGO,Kuteb de Takum,1,1,1,Kuteb de Takum,ETH_KUTAEB_KUTEB_DE_TAKUM,,manquant,ethnie_certaine,
PPL_KUTAEB,FLG_BENOUECONGO,Sous-groupes frontaliers,1,1,1,Sous-groupes frontaliers,,,manquant,sous_ethnie_ou_clan,
PPL_KWADI,FLG_KHOE,Kwadi d'Angola,1,1,1,Kwadi d'Angola,ETH_KWADI_KWADI_D_ANGOLA,,manquant,ethnie_certaine,
PPL_KWANYAMA,FLG_NIGERCONGO,Kwanyama de Namibie,1,1,1,Kwanyama de Namibie,ETH_KWANYAMA_KWANYAMA_DE_NAMIBIE,,manquant,ethnie_certaine,
PPL_KWANYAMA,FLG_NIGERCONGO,Kwanyama d'Angola,1,1,1,Kwanyama d'Angola,ETH_KWANYAMA_KWANYAMA_D_ANGOLA,,manquant,ethnie_certaine,
PPL_KXA_MACRO,FLG_KXA,"Ju|'hoansi",1,1,1,"Ju|'hoansi",ETH_KXA_MACRO_JU_HOANSI,,manquant,ethnie_certaine,
PPL_KXA_MACRO,FLG_KXA,ǂHoan,1,1,1,ǂHoan,ETH_KXA_MACRO_HOAN,,manquant,ethnie_certaine,
PPL_KXA_MACRO,FLG_KXA,!Kung (diverses variétés),1,1,1,!Kung (diverses variétés),ETH_KXA_MACRO_KUNG_DIVERSES_VARIETES,,manquant,ethnie_certaine,
PPL_KXA_MACRO,FLG_KXA,Bugakwe,1,1,1,Bugakwe,ETH_KXA_MACRO_BUGAKWE,,manquant,ethnie_certaine,
PPL_KXA_MACRO,FLG_KXA,Autres groupes Juu,1,1,1,Autres groupes Juu,,,manquant,macro_ou_agrégat,
PPL_KXOE,FLG_KHOE,Kxoe du Botswana,1,1,1,Kxoe du Botswana,ETH_KXOE_KXOE_DU_BOTSWANA,,manquant,ethnie_certaine,
PPL_KXOE,FLG_KHOE,Kxoe de Namibie,1,1,1,Kxoe de Namibie,ETH_KXOE_KXOE_DE_NAMIBIE,,manquant,ethnie_certaine,
PPL_LAGWAN,FLG_TCHADIQUE,Lagwan du Tchad,1,1,1,Lagwan du Tchad,ETH_LAGWAN_LAGWAN_DU_TCHAD,,manquant,ethnie_certaine,
PPL_LAGWAN,FLG_TCHADIQUE,Lagwan du Cameroun,1,1,1,Lagwan du Cameroun,ETH_LAGWAN_LAGWAN_DU_CAMEROUN,,manquant,ethnie_certaine,
PPL_LANGO,FLG_NILOTIQUE,Lango du Nord,1,1,1,Lango du Nord,ETH_LANGO_LANGO_DU_NORD,,manquant,ethnie_certaine,
PPL_LANGO,FLG_NILOTIQUE,Lango du Sud,1,1,1,Lango du Sud,ETH_LANGO_LANGO_DU_SUD,,manquant,ethnie_certaine,
PPL_LEBOU,FLG_NIGERCONGO,Lébou du Cap-Vert,1,1,1,Lébou du Cap-Vert,ETH_LEBOU_LEBOU_DU_CAP_VERT,,manquant,ethnie_certaine,
PPL_LEBOU,FLG_NIGERCONGO,Lébou de Dakar,1,1,1,Lébou de Dakar,ETH_LEBOU_LEBOU_DE_DAKAR,,manquant,ethnie_certaine,
PPL_LENGO,FLG_NIGERCONGO,Lengo du Nord,1,1,1,Lengo du Nord,ETH_LENGO_LENGO_DU_NORD,,manquant,ethnie_certaine,
PPL_LENGO,FLG_NIGERCONGO,Lengo du Sud,1,1,1,Lengo du Sud,ETH_LENGO_LENGO_DU_SUD,,manquant,ethnie_certaine,
PPL_LIBIDO,FLG_COUCHITIQUE,Libido du Nord,1,1,1,Libido du Nord,ETH_LIBIDO_LIBIDO_DU_NORD,,manquant,ethnie_certaine,
PPL_LIBIDO,FLG_COUCHITIQUE,Libido du Sud,1,1,1,Libido du Sud,ETH_LIBIDO_LIBIDO_DU_SUD,,manquant,ethnie_certaine,
PPL_LIMBA,FLG_ATLANTIQUE,Limba du Nord,1,1,1,Limba du Nord,ETH_LIMBA_LIMBA_DU_NORD,,manquant,ethnie_certaine,
PPL_LIMBA,FLG_ATLANTIQUE,Limba du Sud,1,1,1,Limba du Sud,ETH_LIMBA_LIMBA_DU_SUD,,manquant,ethnie_certaine,
PPL_LINGALA,FLG_NIGERCONGO,Locuteurs lingala de RDC,1,1,1,Locuteurs lingala de RDC,ETH_LINGALA_LOCUTEURS_LINGALA_DE_RDC,,manquant,ethnie_certaine,
PPL_LINGALA,FLG_NIGERCONGO,Locuteurs lingala du Congo,1,1,1,Locuteurs lingala du Congo,ETH_LINGALA_LOCUTEURS_LINGALA_DU_CONGO,,manquant,ethnie_certaine,
PPL_LINGALA,FLG_NIGERCONGO,Locuteurs lingala de RCA,1,1,1,Locuteurs lingala de RCA,ETH_LINGALA_LOCUTEURS_LINGALA_DE_RCA,,manquant,ethnie_certaine,
PPL_LINGALA,FLG_NIGERCONGO,Autres locuteurs lingala,1,1,1,Autres locuteurs lingala,ETH_LINGALA_AUTRES_LOCUTEURS_LINGALA,,manquant,ethnie_certaine,
PPL_LOBI,FLG_NIGERCONGO,Lobi du Burkina Faso,1,1,1,Lobi du Burkina Faso,ETH_LOBI_LOBI_DU_BURKINA_FASO,,manquant,ethnie_certaine,
PPL_LOBI,FLG_NIGERCONGO,Lobi de Côte d'Ivoire,1,1,1,"Lobi de Côte d'Ivoire | Lobi de Côte d’Ivoire",ETH_LOBI_LOBI_DE_COTE_D_IVOIRE,,manquant,ethnie_certaine,
PPL_LOBI,FLG_NIGERCONGO,Lobi du Ghana,1,1,1,Lobi du Ghana,ETH_LOBI_LOBI_DU_GHANA,,manquant,ethnie_certaine,
PPL_LOMWE,FLG_NIGERCONGO,Lomwe du Mozambique,1,1,1,Lomwe du Mozambique,ETH_LOMWE_LOMWE_DU_MOZAMBIQUE,,manquant,ethnie_certaine,
PPL_LOMWE,FLG_NIGERCONGO,Lomwe du Malawi,1,1,1,Lomwe du Malawi,ETH_LOMWE_LOMWE_DU_MALAWI,,manquant,ethnie_certaine,
PPL_LOMWE_MALA,FLG_NIGERCONGO,Lomwe du Nord,1,1,1,Lomwe du Nord,ETH_LOMWE_MALA_LOMWE_DU_NORD,,manquant,ethnie_certaine,
PPL_LOMWE_MALA,FLG_NIGERCONGO,Lomwe du Sud,1,1,1,Lomwe du Sud,ETH_LOMWE_MALA_LOMWE_DU_SUD,,manquant,ethnie_certaine,
PPL_LOMWE_MOZ,FLG_NIGERCONGO,Lomwe du Nord,1,1,1,Lomwe du Nord,ETH_LOMWE_MOZ_LOMWE_DU_NORD,,manquant,ethnie_certaine,
PPL_LOMWE_MOZ,FLG_NIGERCONGO,Lomwe du Sud,1,1,1,Lomwe du Sud,ETH_LOMWE_MOZ_LOMWE_DU_SUD,,manquant,ethnie_certaine,
PPL_LOZI,FLG_NIGERCONGO,Lozi de Zambie,1,1,1,Lozi de Zambie,ETH_LOZI_LOZI_DE_ZAMBIE,,manquant,ethnie_certaine,
PPL_LOZI,FLG_NIGERCONGO,Lozi du Zimbabwe,1,1,1,Lozi du Zimbabwe,ETH_LOZI_LOZI_DU_ZIMBABWE,,manquant,ethnie_certaine,
PPL_LOZI,FLG_NIGERCONGO,Lozi de Namibie,1,1,1,Lozi de Namibie,ETH_LOZI_LOZI_DE_NAMIBIE,,manquant,ethnie_certaine,
PPL_LOZI,FLG_NIGERCONGO,Lozi d'Angola,1,1,1,Lozi d'Angola,ETH_LOZI_LOZI_D_ANGOLA,,manquant,ethnie_certaine,
PPL_LUBA,FLG_NIGERCONGO,Luba du Kasaï,1,1,1,"Luba du Kasaï | Luba du Kasai",ETH_LUBA_LUBA_DU_KASAI,,manquant,ethnie_certaine,
PPL_LUBA,FLG_NIGERCONGO,Luba du Katanga,1,1,1,Luba du Katanga,ETH_LUBA_LUBA_DU_KATANGA,,manquant,ethnie_certaine,
PPL_LUBA_KASAI,FLG_NIGERCONGO,Luba du Kasaï central,1,1,1,Luba du Kasaï central,ETH_LUBA_KASAI_LUBA_DU_KASAI_CENTRAL,,manquant,ethnie_certaine,
PPL_LUBA_KASAI,FLG_NIGERCONGO,Luba du Kasaï oriental,1,1,1,Luba du Kasaï oriental,ETH_LUBA_KASAI_LUBA_DU_KASAI_ORIENTAL,,manquant,ethnie_certaine,
PPL_LUBA_KASAI,FLG_NIGERCONGO,Luba du Kasaï occidental,1,1,1,Luba du Kasaï occidental,ETH_LUBA_KASAI_LUBA_DU_KASAI_OCCIDENTAL,,manquant,ethnie_certaine,
PPL_LUBA_KASAI2,FLG_NIGERCONGO,Luba du Kasaï central,1,1,1,Luba du Kasaï central,ETH_LUBA_KASAI2_LUBA_DU_KASAI_CENTRAL,,manquant,ethnie_certaine,
PPL_LUBA_KASAI2,FLG_NIGERCONGO,Luba du Kasaï oriental,1,1,1,Luba du Kasaï oriental,ETH_LUBA_KASAI2_LUBA_DU_KASAI_ORIENTAL,,manquant,ethnie_certaine,
PPL_LUBA_KASAI2,FLG_NIGERCONGO,Luba du Kasaï occidental,1,1,1,Luba du Kasaï occidental,ETH_LUBA_KASAI2_LUBA_DU_KASAI_OCCIDENTAL,,manquant,ethnie_certaine,
PPL_LUBA_KATANGA,FLG_NIGERCONGO,Luba du Katanga central,1,1,1,Luba du Katanga central,ETH_LUBA_KATANGA_LUBA_DU_KATANGA_CENTRAL,,manquant,ethnie_certaine,
PPL_LUBA_KATANGA,FLG_NIGERCONGO,Luba du Katanga oriental,1,1,1,Luba du Katanga oriental,ETH_LUBA_KATANGA_LUBA_DU_KATANGA_ORIENTAL,,manquant,ethnie_certaine,
PPL_LUBA_KATANGA,FLG_NIGERCONGO,Luba du Katanga occidental,1,1,1,Luba du Katanga occidental,ETH_LUBA_KATANGA_LUBA_DU_KATANGA_OCCIDENTAL,,manquant,ethnie_certaine,
PPL_LUGANDA_ETHNO,FLG_NIGERCONGO,Ganda du Nord,1,1,1,Ganda du Nord,ETH_LUGANDA_ETHNO_GANDA_DU_NORD,,manquant,ethnie_certaine,
PPL_LUGANDA_ETHNO,FLG_NIGERCONGO,Ganda du Sud,1,1,1,Ganda du Sud,ETH_LUGANDA_ETHNO_GANDA_DU_SUD,,manquant,ethnie_certaine,
PPL_LUGBARA,FLG_SOUDANIQUECENTRAL,Lugbara d'Ouganda,1,1,1,Lugbara d'Ouganda,ETH_LUGBARA_LUGBARA_D_OUGANDA,,manquant,ethnie_certaine,
PPL_LUGBARA,FLG_SOUDANIQUECENTRAL,Lugbara de RDC,1,1,1,Lugbara de RDC,ETH_LUGBARA_LUGBARA_DE_RDC,,manquant,ethnie_certaine,
PPL_LUNDA,FLG_NIGERCONGO,Lunda de RDC,1,1,1,Lunda de RDC,ETH_LUNDA_LUNDA_DE_RDC,,manquant,ethnie_certaine,
PPL_LUNDA,FLG_NIGERCONGO,Lunda d'Angola,1,1,1,Lunda d'Angola,ETH_LUNDA_LUNDA_D_ANGOLA,,manquant,ethnie_certaine,
PPL_LUNDA,FLG_NIGERCONGO,Lunda de Zambie,1,1,1,Lunda de Zambie,ETH_LUNDA_LUNDA_DE_ZAMBIE,,manquant,ethnie_certaine,
PPL_LUNDA_NORTE,FLG_NIGERCONGO,Lunda de Lunda Norte,1,1,1,Lunda de Lunda Norte,ETH_LUNDA_NORTE_LUNDA_DE_LUNDA_NORTE,,manquant,ethnie_certaine,
PPL_LUO_BANTU,FLG_NIGERCONGO,Luo bantou (sous-groupes à déterminer),1,1,1,Luo bantou (sous-groupes à déterminer),,,manquant,sous_ethnie_ou_clan,
PPL_LUO_PAGU,FLG_NILOTIQUE,Luo Pagu d'Ouganda,1,1,1,Luo Pagu d'Ouganda,ETH_LUO_PAGU_LUO_PAGU_D_OUGANDA,,manquant,ethnie_certaine,
PPL_LUO_PAGU,FLG_NILOTIQUE,Luo Pagu du Kenya,1,1,1,Luo Pagu du Kenya,ETH_LUO_PAGU_LUO_PAGU_DU_KENYA,,manquant,ethnie_certaine,
PPL_MAASAI,FLG_NILOTIQUE,Maasai du Kenya,1,1,1,Maasai du Kenya,ETH_MAASAI_MAASAI_DU_KENYA,,manquant,ethnie_certaine,
PPL_MAASAI,FLG_NILOTIQUE,Maasai de Tanzanie,1,1,1,Maasai de Tanzanie,ETH_MAASAI_MAASAI_DE_TANZANIE,,manquant,ethnie_certaine,
PPL_MAATS,FLG_OMOTIQUE,Maats du Nord,1,1,1,Maats du Nord,ETH_MAATS_MAATS_DU_NORD,,manquant,ethnie_certaine,
PPL_MAATS,FLG_OMOTIQUE,Maats du Sud,1,1,1,Maats du Sud,ETH_MAATS_MAATS_DU_SUD,,manquant,ethnie_certaine,
PPL_MABAN,FLG_NILOTIQUE,Maban du Soudan du Sud,1,1,1,Maban du Soudan du Sud,ETH_MABAN_MABAN_DU_SOUDAN_DU_SUD,,manquant,ethnie_certaine,
PPL_MABAN,FLG_NILOTIQUE,Maban du Tchad,1,1,1,Maban du Tchad,ETH_MABAN_MABAN_DU_TCHAD,,manquant,ethnie_certaine,
PPL_MADI,FLG_SOUDANIQUECENTRAL,Madi d'Ouganda,1,1,1,Madi d'Ouganda,ETH_MADI_MADI_D_OUGANDA,,manquant,ethnie_certaine,
PPL_MADI,FLG_SOUDANIQUECENTRAL,Madi du Soudan du Sud,1,1,1,Madi du Soudan du Sud,ETH_MADI_MADI_DU_SOUDAN_DU_SUD,,manquant,ethnie_certaine,
PPL_MAFA,FLG_TCHADIQUE,Mafa des Monts Mandara,1,1,1,Mafa des Monts Mandara,ETH_MAFA_MAFA_DES_MONTS_MANDARA,,manquant,ethnie_certaine,
PPL_MAFA,FLG_TCHADIQUE,Variantes locales villageoises,1,1,1,Variantes locales villageoises,,,manquant,sous_ethnie_ou_clan,
PPL_MAKONDE,FLG_NIGERCONGO,Makonde du Mozambique,1,1,1,Makonde du Mozambique,ETH_MAKONDE_MAKONDE_DU_MOZAMBIQUE,,manquant,ethnie_certaine,
PPL_MAKONDE,FLG_NIGERCONGO,Makonde de Tanzanie,1,1,1,Makonde de Tanzanie,ETH_MAKONDE_MAKONDE_DE_TANZANIE,,manquant,ethnie_certaine,
PPL_MAKONDE_MOZ,FLG_NIGERCONGO,Makonde du Nord,1,1,1,Makonde du Nord,ETH_MAKONDE_MOZ_MAKONDE_DU_NORD,,manquant,ethnie_certaine,
PPL_MAKONDE_MOZ,FLG_NIGERCONGO,Makonde du Sud,1,1,1,Makonde du Sud,ETH_MAKONDE_MOZ_MAKONDE_DU_SUD,,manquant,ethnie_certaine,
PPL_MAKONDE_TANZ,FLG_NIGERCONGO,Makonde du Nord,1,1,1,Makonde du Nord,ETH_MAKONDE_TANZ_MAKONDE_DU_NORD,,manquant,ethnie_certaine,
PPL_MAKONDE_TANZ,FLG_NIGERCONGO,Makonde du Sud,1,1,1,Makonde du Sud,ETH_MAKONDE_TANZ_MAKONDE_DU_SUD,,manquant,ethnie_certaine,
PPL_MAKUA,FLG_NIGERCONGO,Makua du Mozambique,1,1,1,Makua du Mozambique,ETH_MAKUA_MAKUA_DU_MOZAMBIQUE,,manquant,ethnie_certaine,
PPL_MAKUA,FLG_NIGERCONGO,Makua de Tanzanie,1,1,1,Makua de Tanzanie,ETH_MAKUA_MAKUA_DE_TANZANIE,,manquant,ethnie_certaine,
PPL_MAKUA,FLG_NIGERCONGO,Makua du Malawi,1,1,1,Makua du Malawi,ETH_MAKUA_MAKUA_DU_MALAWI,,manquant,ethnie_certaine,
PPL_MALINKE,FLG_NIGERCONGO,Malinké du Mali,1,1,1,Malinké du Mali,ETH_MALINKE_MALINKE_DU_MALI,,manquant,ethnie_certaine,
PPL_MALINKE,FLG_NIGERCONGO,Malinké de Guinée,1,1,1,Malinké de Guinée,ETH_MALINKE_MALINKE_DE_GUINEE,,manquant,ethnie_certaine,
PPL_MALINKE,FLG_NIGERCONGO,Malinké du Sénégal,1,1,1,Malinké du Sénégal,ETH_MALINKE_MALINKE_DU_SENEGAL,,manquant,ethnie_certaine,
PPL_MALINKE,FLG_NIGERCONGO,Malinké de Côte d'Ivoire,1,1,1,Malinké de Côte d'Ivoire,ETH_MALINKE_MALINKE_DE_COTE_D_IVOIRE,,manquant,ethnie_certaine,
PPL_MALINKE,FLG_NIGERCONGO,Malinké de Gambie,1,1,1,Malinké de Gambie,ETH_MALINKE_MALINKE_DE_GAMBIE,,manquant,ethnie_certaine,
PPL_MALINKE,FLG_NIGERCONGO,Malinké de Guinée-Bissau,1,1,1,Malinké de Guinée-Bissau,ETH_MALINKE_MALINKE_DE_GUINEE_BISSAU,,manquant,ethnie_certaine,
PPL_MALLE,FLG_OMOTIQUE,Malle du Nord,1,1,1,Malle du Nord,ETH_MALLE_MALLE_DU_NORD,,manquant,ethnie_certaine,
PPL_MALLE,FLG_OMOTIQUE,Malle du Sud,1,1,1,Malle du Sud,ETH_MALLE_MALLE_DU_SUD,,manquant,ethnie_certaine,
PPL_MAMPRUSI,FLG_NIGERCONGO,Mamprusi du Ghana,1,1,1,Mamprusi du Ghana,ETH_MAMPRUSI_MAMPRUSI_DU_GHANA,,manquant,ethnie_certaine,
PPL_MAMPRUSI,FLG_NIGERCONGO,Mamprusi du Burkina Faso,1,1,1,Mamprusi du Burkina Faso,ETH_MAMPRUSI_MAMPRUSI_DU_BURKINA_FASO,,manquant,ethnie_certaine,
PPL_MANDARA,FLG_TCHADIQUE,Wandala du Cameroun,1,1,1,Wandala du Cameroun,ETH_MANDARA_WANDALA_DU_CAMEROUN,,manquant,ethnie_certaine,
PPL_MANDARA,FLG_TCHADIQUE,Mandara du Nigeria,1,1,1,Mandara du Nigeria,ETH_MANDARA_MANDARA_DU_NIGERIA,,manquant,ethnie_certaine,
PPL_MANDE_MACRO,FLG_MANDE,Malinké / Mandinka,1,1,1,Malinké / Mandinka,ETH_MANDE_MACRO_MALINKE_MANDINKA,,manquant,ethnie_certaine,
PPL_MANDE_MACRO,FLG_MANDE,Bambara,1,1,1,Bambara,ETH_MANDE_MACRO_BAMBARA,,manquant,ethnie_certaine,
PPL_MANDE_MACRO,FLG_MANDE,Dioula,1,1,1,Dioula,ETH_MANDE_MACRO_DIOULA,,manquant,ethnie_certaine,
PPL_MANDE_MACRO,FLG_MANDE,Soninké,1,1,1,Soninké,ETH_MANDE_MACRO_SONINKE,,manquant,ethnie_certaine,
PPL_MANDE_MACRO,FLG_MANDE,Kpelle,1,1,1,Kpelle,ETH_MANDE_MACRO_KPELLE,,manquant,ethnie_certaine,
PPL_MANDE_MACRO,FLG_MANDE,Lobi,1,1,1,Lobi,ETH_MANDE_MACRO_LOBI,,manquant,ethnie_certaine,
PPL_MANDE_MACRO,FLG_MANDE,Autres groupes mandé,1,1,1,Autres groupes mandé,,,manquant,macro_ou_agrégat,
PPL_MANDINGUE,FLG_NIGERCONGO,Mandingue du Mali,1,1,1,Mandingue du Mali,ETH_MANDINGUE_MANDINGUE_DU_MALI,,manquant,ethnie_certaine,
PPL_MANDINGUE,FLG_NIGERCONGO,Mandingue de Guinée,1,1,1,Mandingue de Guinée,ETH_MANDINGUE_MANDINGUE_DE_GUINEE,,manquant,ethnie_certaine,
PPL_MANDINGUE,FLG_NIGERCONGO,Mandingue du Sénégal,1,1,1,Mandingue du Sénégal,ETH_MANDINGUE_MANDINGUE_DU_SENEGAL,,manquant,ethnie_certaine,
PPL_MANDINGUE,FLG_NIGERCONGO,Mandingue de Côte d'Ivoire,1,1,1,Mandingue de Côte d'Ivoire,ETH_MANDINGUE_MANDINGUE_DE_COTE_D_IVOIRE,,manquant,ethnie_certaine,
PPL_MANDINGUE,FLG_NIGERCONGO,Mandingue de Gambie,1,1,1,Mandingue de Gambie,ETH_MANDINGUE_MANDINGUE_DE_GAMBIE,,manquant,ethnie_certaine,
PPL_MANDINGUE,FLG_NIGERCONGO,Mandingue de Guinée-Bissau,1,1,1,Mandingue de Guinée-Bissau,ETH_MANDINGUE_MANDINGUE_DE_GUINEE_BISSAU,,manquant,ethnie_certaine,
PPL_MANDINGUE,FLG_NIGERCONGO,Mandingue de Sierra Leone,1,1,1,Mandingue de Sierra Leone,ETH_MANDINGUE_MANDINGUE_DE_SIERRA_LEONE,,manquant,ethnie_certaine,
PPL_MANGA,FLG_TCHADIQUE,Manga du Nord,1,1,1,Manga du Nord,ETH_MANGA_MANGA_DU_NORD,,manquant,ethnie_certaine,
PPL_MANGA,FLG_TCHADIQUE,Manga du Sud,1,1,1,Manga du Sud,ETH_MANGA_MANGA_DU_SUD,,manquant,ethnie_certaine,
PPL_MANGBETU,FLG_SOUDANIQUECENTRAL,Mangbetu du Nord,1,1,1,Mangbetu du Nord,ETH_MANGBETU_MANGBETU_DU_NORD,,manquant,ethnie_certaine,
PPL_MANGBETU,FLG_SOUDANIQUECENTRAL,Mangbetu du Sud,1,1,1,Mangbetu du Sud,ETH_MANGBETU_MANGBETU_DU_SUD,,manquant,ethnie_certaine,
PPL_MANIANGA,FLG_NIGERCONGO,Manianga du Nord,1,1,1,Manianga du Nord,ETH_MANIANGA_MANIANGA_DU_NORD,,manquant,ethnie_certaine,
PPL_MANIANGA,FLG_NIGERCONGO,Manianga du Sud,1,1,1,Manianga du Sud,ETH_MANIANGA_MANIANGA_DU_SUD,,manquant,ethnie_certaine,
PPL_MANJAK,FLG_NIGERCONGO,Manjak de Guinée-Bissau,1,1,1,Manjak de Guinée-Bissau,ETH_MANJAK_MANJAK_DE_GUINEE_BISSAU,,manquant,ethnie_certaine,
PPL_MANJAK,FLG_NIGERCONGO,Manjak du Sénégal,1,1,1,Manjak du Sénégal,ETH_MANJAK_MANJAK_DU_SENEGAL,,manquant,ethnie_certaine,
PPL_MANKANYA,FLG_ATLANTIQUE,Mankanya du Sénégal (région de Ziguinchor),1,1,1,Mankanya du Sénégal (région de Ziguinchor),ETH_MANKANYA_MANKANYA_DU_SENEGAL_REGION_DE_ZIGUINCHOR,,manquant,ethnie_certaine,
PPL_MANKANYA,FLG_ATLANTIQUE,Mankanya de Guinée-Bissau (zone littorale),1,1,1,Mankanya de Guinée-Bissau (zone littorale),ETH_MANKANYA_MANKANYA_DE_GUINEE_BISSAU_ZONE_LITTORALE,,manquant,ethnie_certaine,
PPL_MANYIKA,FLG_NIGERCONGO,Manyika du Zimbabwe,1,1,1,Manyika du Zimbabwe,ETH_MANYIKA_MANYIKA_DU_ZIMBABWE,,manquant,ethnie_certaine,
PPL_MANYIKA,FLG_NIGERCONGO,Manyika du Mozambique,1,1,1,Manyika du Mozambique,ETH_MANYIKA_MANYIKA_DU_MOZAMBIQUE,,manquant,ethnie_certaine,
PPL_MANYIKA_ZIM,FLG_NIGERCONGO,Manyika du Nord,1,1,1,Manyika du Nord,ETH_MANYIKA_ZIM_MANYIKA_DU_NORD,,manquant,ethnie_certaine,
PPL_MANYIKA_ZIM,FLG_NIGERCONGO,Manyika du Sud,1,1,1,Manyika du Sud,ETH_MANYIKA_ZIM_MANYIKA_DU_SUD,,manquant,ethnie_certaine,
PPL_MARAKA,FLG_NIGERCONGO,Maraka du Nord,1,1,1,Maraka du Nord,ETH_MARAKA_MARAKA_DU_NORD,,manquant,ethnie_certaine,
PPL_MARAKA,FLG_NIGERCONGO,Maraka du Sud,1,1,1,Maraka du Sud,ETH_MARAKA_MARAKA_DU_SUD,,manquant,ethnie_certaine,
PPL_MARGI,FLG_TCHADIQUE,Margi du Nord,1,1,1,Margi du Nord,ETH_MARGI_MARGI_DU_NORD,,manquant,ethnie_certaine,
PPL_MARGI,FLG_TCHADIQUE,Margi du Sud,1,1,1,Margi du Sud,ETH_MARGI_MARGI_DU_SUD,,manquant,ethnie_certaine,
PPL_MASA,FLG_TCHADIQUE,Masa du Tchad,1,1,1,Masa du Tchad,ETH_MASA_MASA_DU_TCHAD,,manquant,ethnie_certaine,
PPL_MASA,FLG_TCHADIQUE,Masa du Cameroun,1,1,1,Masa du Cameroun,ETH_MASA_MASA_DU_CAMEROUN,,manquant,ethnie_certaine,
PPL_MBOCHI,FLG_NIGERCONGO,Mbochi du Nord,1,1,1,Mbochi du Nord,ETH_MBOCHI_MBOCHI_DU_NORD,,manquant,ethnie_certaine,
PPL_MBOCHI,FLG_NIGERCONGO,Mbochi du Sud,1,1,1,Mbochi du Sud,ETH_MBOCHI_MBOCHI_DU_SUD,,manquant,ethnie_certaine,
PPL_MBOGO,FLG_TCHADIQUE,Mbogo du Nord,1,1,1,Mbogo du Nord,ETH_MBOGO_MBOGO_DU_NORD,,manquant,ethnie_certaine,
PPL_MBOGO,FLG_TCHADIQUE,Mbogo du Sud,1,1,1,Mbogo du Sud,ETH_MBOGO_MBOGO_DU_SUD,,manquant,ethnie_certaine,
PPL_MEEN,FLG_OMOTIQUE,Me'en du Nord,1,1,1,Me'en du Nord,ETH_MEEN_ME_EN_DU_NORD,,manquant,ethnie_certaine,
PPL_MEEN,FLG_OMOTIQUE,Me'en du Sud,1,1,1,Me'en du Sud,ETH_MEEN_ME_EN_DU_SUD,,manquant,ethnie_certaine,
PPL_MENDE,FLG_NIGERCONGO,Mende de Sierra Leone,1,1,1,Mende de Sierra Leone,ETH_MENDE_MENDE_DE_SIERRA_LEONE,,manquant,ethnie_certaine,
PPL_MENDE,FLG_NIGERCONGO,Mende du Libéria,1,1,1,Mende du Libéria,ETH_MENDE_MENDE_DU_LIBERIA,,manquant,ethnie_certaine,
PPL_MERINA,FLG_AUSTRONESIENNE,Merina des hautes terres,1,1,1,Merina des hautes terres,ETH_MERINA_MERINA_DES_HAUTES_TERRES,,manquant,ethnie_certaine,
PPL_MERINA,FLG_AUSTRONESIENNE,Communautés urbaines,1,1,1,Communautés urbaines,,,manquant,sous_ethnie_ou_clan,
PPL_MERU,FLG_NIGERCONGO,Meru du Nord,1,1,1,Meru du Nord,ETH_MERU_MERU_DU_NORD,,manquant,ethnie_certaine,
PPL_MERU,FLG_NIGERCONGO,Meru du Sud,1,1,1,Meru du Sud,ETH_MERU_MERU_DU_SUD,,manquant,ethnie_certaine,
PPL_MIKEA,FLG_AUSTRONESIENNE,Mikea du Nord,1,1,1,Mikea du Nord,ETH_MIKEA_MIKEA_DU_NORD,,manquant,ethnie_certaine,
PPL_MIKEA,FLG_AUSTRONESIENNE,Mikea du Sud,1,1,1,Mikea du Sud,ETH_MIKEA_MIKEA_DU_SUD,,manquant,ethnie_certaine,
PPL_MOBE,FLG_TCHADIQUE,Mobe du Nord,1,1,1,Mobe du Nord,ETH_MOBE_MOBE_DU_NORD,,manquant,ethnie_certaine,
PPL_MOBE,FLG_TCHADIQUE,Mobe du Sud,1,1,1,Mobe du Sud,ETH_MOBE_MOBE_DU_SUD,,manquant,ethnie_certaine,
PPL_MOFU,FLG_TCHADIQUE,Mofu-Gudur,1,1,1,Mofu-Gudur,ETH_MOFU_MOFU_GUDUR,,manquant,ethnie_certaine,
PPL_MOFU,FLG_TCHADIQUE,Mofu-Duvangar,1,1,1,Mofu-Duvangar,ETH_MOFU_MOFU_DUVANGAR,,manquant,ethnie_certaine,
PPL_MOFU,FLG_TCHADIQUE,Mofu-Meri,1,1,1,Mofu-Meri,ETH_MOFU_MOFU_MERI,,manquant,ethnie_certaine,
PPL_MOFU,FLG_TCHADIQUE,Mofu-Mokyo,1,1,1,Mofu-Mokyo,ETH_MOFU_MOFU_MOKYO,,manquant,ethnie_certaine,
PPL_MOFU,FLG_TCHADIQUE,(Les variantes correspondent à des villages ou massifs distincts.)*,1,1,1,(Les variantes correspondent à des villages ou massifs distincts.)*,,,manquant,sous_ethnie_ou_clan,
