row_id,platform,surface,publication_id,url,published_date,age_days_at_collection,collected_date,content_group_id,group_method,typologie,hook_or_caption_start,actual_format,format_detail,format_verification,ledger_format,ledger_format_matches_live,duration_s,slide_count,views,views_definition,reach,impressions,likes,comments,shares,saves,followers_gained,link_clicks,avg_watch_s,pct_viewed,core_interactions_per_1000_views,views_vs_platform_format_median,metrics_scope,observation_window,distribution,dq_notes
R105,instagram+facebook(combined),instagram+facebook,Dc_xtCCjgH8,https://www.instagram.com/p/Dc_xtCCjgH8/,2026-09-07,19,2026-09-26,cameroun-crevette,ledger-url,pays,Le Cameroun porte le nom d'une crevette. Au X,single_photo,single photo,Business Suite type column,carrousel,yes,,,84,"Meta 'Views' on a combined IG+FB row; equals Instagram's own count in the one case checked, NOT a sum",4,,3,0,1,1,0,0,,,47.6,,combined_IG+FB,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"combined IG+FB row: metrics cannot be split, do not add or compare to single-platform rows"
R106,instagram+facebook(combined),instagram+facebook,Dc_wnxGD2J6,https://www.instagram.com/reel/Dc_wnxGD2J6/,2026-09-07,19,2026-09-26,mercator-afrique-petite,text-rule,mot,164 voix pour. Une seule contre : les États-U,short_video,reel,Business Suite type column,,,58,,1817,"Meta 'Views' on a combined IG+FB row; equals Instagram's own count in the one case checked, NOT a sum",1088,,20,0,3,2,6,0,9 s,,12.7,,combined_IG+FB,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"combined IG+FB row: metrics cannot be split, do not add or compare to single-platform rows; subject matched from caption text, not URL"
R107,instagram+facebook(combined),instagram+facebook,Dc_wLuVDbNe,https://www.instagram.com/p/Dc_wLuVDbNe/,2026-09-07,19,2026-09-26,nigeria-flora-shaw,text-rule,pays,Le nom « Nigeria » a été proposé par une jour,single_photo,single photo,Business Suite type column,,,,,50,"Meta 'Views' on a combined IG+FB row; equals Instagram's own count in the one case checked, NOT a sum",5,,3,0,1,0,0,0,,,80,,combined_IG+FB,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"combined IG+FB row: metrics cannot be split, do not add or compare to single-platform rows; subject matched from caption text, not URL"
R108,instagram+facebook(combined),instagram+facebook,Dc_vuTHjtSO,https://www.instagram.com/p/Dc_vuTHjtSO/,2026-09-07,19,2026-09-26,lingala-invente-par-les-belges,text-rule,langue,On dit souvent que le lingala a été inventé p,single_photo,single photo,Business Suite type column,,,,,50,"Meta 'Views' on a combined IG+FB row; equals Instagram's own count in the one case checked, NOT a sum",4,,2,0,1,0,0,0,,,60,,combined_IG+FB,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"combined IG+FB row: metrics cannot be split, do not add or compare to single-platform rows; subject matched from caption text, not URL"
R109,instagram+facebook(combined),instagram+facebook,Dc_u8QGGNn7,https://www.instagram.com/p/Dc_u8QGGNn7/,2026-09-07,19,2026-09-26,unresolved,none,,Cette publication ne contient pas de texte,single_photo,single photo,Business Suite type column,,,,,68,"Meta 'Views' on a combined IG+FB row; equals Instagram's own count in the one case checked, NOT a sum",4,,2,0,1,0,0,0,,,44.1,,combined_IG+FB,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"combined IG+FB row: metrics cannot be split, do not add or compare to single-platform rows; subject not identified"
R110,instagram+facebook(combined),instagram+facebook,Dc5ujQmG8W7,https://www.instagram.com/reel/Dc5ujQmG8W7/,2026-09-05,21,2026-09-26,unresolved,none,,Cette publication ne contient pas de texte,short_video,reel,Business Suite type column,,,5,,959,"Meta 'Views' on a combined IG+FB row; equals Instagram's own count in the one case checked, NOT a sum",356,,6,0,1,0,1,0,3 s,,7.3,,combined_IG+FB,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"combined IG+FB row: metrics cannot be split, do not add or compare to single-platform rows; subject not identified"
R111,facebook,facebook,meta-row-110,,2026-09-05,21,2026-09-26,nigeria-flora-shaw,text-rule,pays,"Le 8 janvier 1897, la journaliste Flora Shaw",short_video,reel,Business Suite type column,,,39,,515,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),430,,4,0,1,1,3,,15 s,,9.7,0.73,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"no permalink captured; subject matched from caption text, not URL"
R112,facebook,facebook,meta-row-111,,2026-09-05,21,2026-09-26,lingala-invente-par-les-belges,text-rule,langue,La langue lingala s'est développée à partir d,short_video,reel,Business Suite type column,,,35,,871,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),748,,8,0,3,2,0,,10 s,,12.6,1.23,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"no permalink captured; subject matched from caption text, not URL"
R113,facebook,facebook,meta-row-112,,2026-09-05,21,2026-09-26,afrique-province-romaine,text-rule,mot,"54 pays. 30 millions de km². Un seul nom, hér",short_video,reel,Business Suite type column,,,42,,1433,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),1229,,14,0,2,2,0,,11 s,,11.2,2.02,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"no permalink captured; subject matched from caption text, not URL"
R114,facebook,facebook,meta-row-113,,2026-09-05,21,2026-09-26,operator-meta-no-subject,text-rule,,EthniAfrica a changé sa photo de profil.,single_photo,single photo,Business Suite type column,,,,,15,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),3,,0,0,0,0,0,,,,0,1,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"no permalink captured; subject matched from caption text, not URL"
R115,instagram,instagram,Dc5MqPeqe5z,https://www.instagram.com/reel/Dc5MqPeqe5z/,2026-09-05,21,2026-09-26,nigeria-flora-shaw,text-rule,pays,"Le 8 janvier 1897, la journaliste Flora Shaw",short_video,reel,Business Suite type column,,,38,,617,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),493,,7,0,2,2,3,,17 s,,14.6,0.48,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"subject matched from caption text, not URL"
R116,instagram,instagram,Dc5MS7Zq8GS,https://www.instagram.com/reel/Dc5MS7Zq8GS/,2026-09-05,21,2026-09-26,lingala-invente-par-les-belges,text-rule,langue,La langue lingala s'est développée à partir d,short_video,reel,Business Suite type column,,,35,,383,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),331,,11,0,0,0,4,,13 s,,28.7,0.3,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"subject matched from caption text, not URL"
R117,instagram,instagram,Dc5LVjQKvxL,https://www.instagram.com/reel/Dc5LVjQKvxL/,2026-09-05,21,2026-09-26,afrique-province-romaine,text-rule,mot,"54 pays. 30 millions de km². Un seul nom, hér",short_video,reel,Business Suite type column,,,42,,407,Meta 'Views' (plays incl. replays; for carousels the counting unit is not documented),296,,12,0,1,1,6,,34 s,,31.9,0.32,single_platform,lifetime (age in age_days_at_collection),organic (no boost label seen; paid tab not opened),"subject matched from caption text, not URL"
R118,tiktok,tiktok,7689515819188997398,https://www.tiktok.com/@ethniafrica/video/7689515819188997398,2026-09-25,1,2026-09-26,frontieres-appartenance,text-rule,,"Pourquoi les pays d'Afrique ont-ils gardé leurs frontières ? La plupart ont moins de 140 ans. Les Fulbe, que d'autres ap",short_video,video,TikTok Studio item type + URL path,,,133,,34,TikTok video/photo-post views,,,1,0,0,0,1,,9,0%,29.4,0.11,single_platform,lifetime (age in age_days_at_collection),organic,"traffic split unavailable (<100 views); subject matched from caption text, not URL"
R119,tiktok,tiktok,7689496831113399574,https://www.tiktok.com/@ethniafrica/photo/7689496831113399574,2026-09-25,1,2026-09-26,griot-d-ou-vient-le-nom,ledger-url,mot,Ceux qu'on appelle griots ont leurs propres noms. Jeli ou jali chez les Mandingues. Gewel chez les Wolof. Gawlo ou maabo,carousel,photo_carousel,TikTok Studio item type + URL path,carrousel,yes,,,31,TikTok video/photo-post views,,,1,1,0,1,0,,8.75,8.3%,64.5,0.09,single_platform,lifetime (age in age_days_at_collection),organic,traffic split unavailable (<100 views)
R120,tiktok,tiktok,7689493406640377110,https://www.tiktok.com/@ethniafrica/video/7689493406640377110,2026-09-25,1,2026-09-26,manden-mande-mandingue-trois-mots,ledger-url,langue,"D'où vient le nom Mandé ? Manden, Mandé, mandingue : trois noms, trois usages.",short_video,video,TikTok Studio item type + URL path,video,yes,178,,33,TikTok video/photo-post views,,,1,0,0,0,0,,29.16,5%,30.3,0.11,single_platform,lifetime (age in age_days_at_collection),organic,traffic split unavailable (<100 views)
R121,tiktok,tiktok,7689476088501767446,https://www.tiktok.com/@ethniafrica/video/7689476088501767446,2026-09-25,1,2026-09-26,mali-quelle-histoire,ledger-url,pays,"D'où vient le nom Mali ? Le même mot, plusieurs histoires. Un empire, une ville, une fédération, une république.",short_video,video,TikTok Studio item type + URL path,video,yes,186,,328,TikTok video/photo-post views,,,17,3,1,7,5,,48.56,6.2%,64,1.08,single_platform,lifetime (age in age_days_at_collection),organic,
R122,tiktok,tiktok,7689467856752348438,https://www.tiktok.com/@ethniafrica/photo/7689467856752348438,2026-09-25,1,2026-09-26,frontieres-appartenance,text-rule,,"Voici ce qu'on croit, et ce que disent les sources. Beaucoup de frontières africaines n'ont pas été tracées pour les peu",carousel,photo_carousel,TikTok Studio item type + URL path,,,,,273,TikTok video/photo-post views,,,8,1,2,1,0,,6.88,2.1%,40.3,0.77,single_platform,lifetime (age in age_days_at_collection),organic,"subject matched from caption text, not URL"
R123,tiktok,tiktok,7689465383740378390,https://www.tiktok.com/@ethniafrica/photo/7689465383740378390,2026-09-25,1,2026-09-26,frontieres-appartenance,collector-inference,,"Des pays, des langues, des peuples, des noms de famille. Cha",carousel,photo_carousel,TikTok Studio item type + URL path,,,,,389,TikTok video/photo-post views,,,11,1,1,3,1,,7.39,3.5%,33.4,1.1,single_platform,lifetime (age in age_days_at_collection),organic,subject inferred by collector
R124,tiktok,tiktok,7688783622890933526,https://www.tiktok.com/@ethniafrica/video/7688783622890933526,2026-09-23,3,2026-09-26,pourquoi-la-meconnaissance-freine-l-afrique,ledger-url,introduction,"Pourquoi ignorer nos noms freine l'Afrique ? Voici ce qu'on croit, et ce que disent les sources.",short_video,video,TikTok Studio item type + URL path,video,yes,140,,402,TikTok video/photo-post views,,,23,0,0,10,2,,15.33,2.4%,57.2,1.33,single_platform,lifetime (age in age_days_at_collection),organic,
R125,tiktok,tiktok,7688501597739011350,https://www.tiktok.com/@ethniafrica/video/7688501597739011350,2026-09-23,3,2026-09-26,comprendre-afrique-noms,ledger-url,introduction,"Comprendre l'Afrique à travers les noms Tu connais peut-être Mali, Lingala ou Rakotomalala.",short_video,video,TikTok Studio item type + URL path,video,yes,110,,306,TikTok video/photo-post views,,,10,1,3,3,2,,16.64,3.5%,45.8,1.01,single_platform,lifetime (age in age_days_at_collection),"organic, pinned",
R126,tiktok,tiktok,7688022047796071702,https://www.tiktok.com/@ethniafrica/photo/7688022047796071702,2026-09-21,5,2026-09-26,ghana-qui-a-choisi-le-nom,ledger-url,pays,"Le nom, oui. Le lieu, non. Le nom vient d'un ancien royaume",carousel,photo_carousel,TikTok Studio item type + URL path,carrousel,yes,,,111,TikTok video/photo-post views,,,6,0,0,2,2,,13.62,1.7%,54.1,0.31,single_platform,lifetime (age in age_days_at_collection),organic,
R127,tiktok,tiktok,7688018683603471638,https://www.tiktok.com/@ethniafrica/photo/7688018683603471638,2026-09-21,5,2026-09-26,swahili-le-nom-de-la-cote,ledger-url,langue,"Son nom vient de l'arabe : sawāḥil, « côtes ». Elle a aussi",carousel,photo_carousel,TikTok Studio item type + URL path,carrousel,yes,,,86,TikTok video/photo-post views,,,4,0,0,3,1,,16.23,9%,46.5,0.24,single_platform,lifetime (age in age_days_at_collection),organic,traffic split unavailable (<100 views)
R128,tiktok,tiktok,7688013767250038038,https://www.tiktok.com/@ethniafrica/photo/7688013767250038038,2026-09-21,5,2026-09-26,ethnie-d-ou-vient-le-mot,ledger-url,mot,« Ethnie » est-il un mot inventé par la colonisation ? Pas d,carousel,photo_carousel,TikTok Studio item type + URL path,carrousel,yes,,,61,TikTok video/photo-post views,,,2,0,1,0,0,,10.04,9.1%,49.2,0.17,single_platform,lifetime (age in age_days_at_collection),organic,traffic split unavailable (<100 views)
R129,tiktok,tiktok,7687924789834534166,https://www.tiktok.com/@ethniafrica/video/7687924789834534166,2026-09-21,5,2026-09-26,mbappe-d-ou-vient-le-nom,ledger-url,patronyme,D'où vient le nom « Mbappé » ? Ce qu'o,short_video,video,TikTok Studio item type + URL path,video,yes,59,,269,TikTok video/photo-post views,,,5,2,1,2,0,,11.7,1.8%,29.7,0.89,single_platform,lifetime (age in age_days_at_collection),organic,
R130,tiktok,tiktok,7687923098712214807,https://www.tiktok.com/@ethniafrica/video/7687923098712214807,2026-09-21,5,2026-09-26,fulbe-sept-noms-un-sens-ouvert,ledger-url,peuple,D'où vient le nom « Fulbe » ? C'est le,short_video,video,TikTok Studio item type + URL path,video,yes,155,,275,TikTok video/photo-post views,,,25,0,1,3,2,,27.19,3.2%,94.5,0.91,single_platform,lifetime (age in age_days_at_collection),organic,
R131,tiktok,tiktok,7687892994271366422,https://www.tiktok.com/@ethniafrica/video/7687892994271366422,2026-09-21,5,2026-09-26,swahili-le-nom-de-la-cote,ledger-url,langue,D'où vient le nom « swahili » ? On dit,short_video,video,TikTok Studio item type + URL path,video,yes,83,,275,TikTok video/photo-post views,,,14,1,2,6,8,,23.38,6.6%,61.8,0.91,single_platform,lifetime (age in age_days_at_collection),organic,
R132,tiktok,tiktok,7687891884458446103,https://www.tiktok.com/@ethniafrica/video/7687891884458446103,2026-09-21,5,2026-09-26,ghana-qui-a-choisi-le-nom,ledger-url,pays,D'où vient le nom « Ghana » ? Trois ve,short_video,video,TikTok Studio item type + URL path,video,yes,150,,318,TikTok video/photo-post views,,,14,0,1,4,4,,40.29,4.6%,47.2,1.05,single_platform,lifetime (age in age_days_at_collection),organic,
R133,tiktok,tiktok,7687890569099578646,https://www.tiktok.com/@ethniafrica/video/7687890569099578646,2026-09-21,5,2026-09-26,goma-un-nom-sans-source,ledger-url,lieu,D'où vient le nom « Goma » ? On dit :,short_video,video,TikTok Studio item type + URL path,video,yes,138,,266,TikTok video/photo-post views,,,7,3,1,5,3,,24.66,2.2%,41.4,0.88,single_platform,lifetime (age in age_days_at_collection),organic,
R134,tiktok,tiktok,7687888641334578454,https://www.tiktok.com/@ethniafrica/video/7687888641334578454,2026-09-21,5,2026-09-26,ethnie-d-ou-vient-le-mot,ledger-url,mot,D'où vient le mot « ethnie » ? Voici c,short_video,video,TikTok Studio item type + URL path,video,yes,109,,286,TikTok video/photo-post views,,,9,1,1,5,3,,13.84,3.1%,38.5,0.95,single_platform,lifetime (age in age_days_at_collection),organic,
R135,tiktok,tiktok,7686527352473439520,https://www.tiktok.com/@ethniafrica/video/7686527352473439520,2026-09-17,9,2026-09-26,operator-meta-no-subject,text-rule,,"On ne dit pas qui a raison. On raconte les noms : ceux des peuples, des langues, des lieux, des personnes.",short_video,video,TikTok Studio item type + URL path,,,9,,299,TikTok video/photo-post views,,,7,1,0,0,0,,3.84,9%,26.8,0.99,single_platform,lifetime (age in age_days_at_collection),"organic, pinned","subject matched from caption text, not URL"
R136,tiktok,tiktok,7686271307071130902,https://www.tiktok.com/@ethniafrica/photo/7686271307071130902,2026-09-17,9,2026-09-26,nigeria-flora-shaw,ledger-url,pays,"Proposé, plutôt. Le 8 janvier 1897, da",carousel,photo_carousel,TikTok Studio item type + URL path,carrousel,yes,,,109,TikTok video/photo-post views,,,8,1,3,3,3,,17.82,10.7%,110.1,0.31,single_platform,lifetime (age in age_days_at_collection),organic,
R137,tiktok,tiktok,7686225332197657878,https://www.tiktok.com/@ethniafrica/photo/7686225332197657878,2026-09-16,10,2026-09-26,guinee-vingt-neuf-peuples,ledger-url,pays,"La Guinée, c'est vingt-neuf peuples. E",carousel,photo_carousel,TikTok Studio item type + URL path,carrousel,yes,,,167,TikTok video/photo-post views,,,15,1,1,0,2,,24.58,11%,101.8,0.47,single_platform,lifetime (age in age_days_at_collection),organic,
R138,tiktok,tiktok,7686223381418544406,https://www.tiktok.com/@ethniafrica/photo/7686223381418544406,2026-09-16,10,2026-09-26,liberia-nom-latin-libre,ledger-url,pays,"Le nom vient du latin liber, libre. On",carousel,photo_carousel,TikTok Studio item type + URL path,carrousel,yes,,,110,TikTok video/photo-post views,,,6,0,1,0,0,,6.52,1.8%,63.6,0.31,single_platform,lifetime (age in age_days_at_collection),organic,
R139,tiktok,tiktok,7686049879138864406,https://www.tiktok.com/@ethniafrica/photo/7686049879138864406,2026-09-16,10,2026-09-26,diallo-djallo-jallow,ledger-url,patronyme,"Diallo et Djallo, c'est le même nom. D",carousel,photo_carousel,TikTok Studio item type + URL path,carrousel,yes,,,254,TikTok video/photo-post views,,,13,0,4,5,4,,15.83,19.3%,66.9,0.72,single_platform,lifetime (age in age_days_at_collection),organic,
R140,tiktok,tiktok,7685976377224498434,https://www.tiktok.com/@ethniafrica/photo/7685976377224498434,2026-09-16,10,2026-09-26,cabinda-yombe-trois-conventions,ledger-url,peuple,Personne ne sait vraiment qui a nommé,carousel,photo_carousel,TikTok Studio item type + URL path,carrousel,yes,,,177,TikTok video/photo-post views,,,8,0,0,0,0,,13.34,13.3%,45.2,0.5,single_platform,lifetime (age in age_days_at_collection),organic,
R141,tiktok,tiktok,7685972245491027222,https://www.tiktok.com/@ethniafrica/photo/7685972245491027222,2026-09-16,10,2026-09-26,igbo-enwe-eze-sans-roi,ledger-url,peuple,"Au Nigeria, la plupart des villages ig",carousel,photo_carousel,TikTok Studio item type + URL path,carrousel,yes,,,127,TikTok video/photo-post views,,,8,0,1,0,1,,14.57,6.9%,70.9,0.36,single_platform,lifetime (age in age_days_at_collection),organic,
R142,tiktok,tiktok,7685967454413098262,https://www.tiktok.com/@ethniafrica/photo/7685967454413098262,2026-09-16,10,2026-09-26,cameroun-le-continent,ledger-url,pays,On appelle le Cameroun « le Continent,carousel,photo_carousel,TikTok Studio item type + URL path,carrousel,yes,,,549,TikTok video/photo-post views,,,27,0,3,5,3,,22.83,20.1%,54.6,1.55,single_platform,lifetime (age in age_days_at_collection),organic,
R143,tiktok,tiktok,7685966237544828182,https://www.tiktok.com/@ethniafrica/photo/7685966237544828182,2026-09-16,10,2026-09-26,rastafari-ras-tafari,ledger-url,peuple,« Rastafari » n'est pas un mot jamaïca,carousel,photo_carousel,TikTok Studio item type + URL path,carrousel,yes,,,796,TikTok video/photo-post views,,,62,2,9,17,8,,20.48,20.5%,91.7,2.25,single_platform,lifetime (age in age_days_at_collection),organic,
R144,tiktok,tiktok,7685962182923767062,https://www.tiktok.com/@ethniafrica/photo/7685962182923767062,2026-09-16,10,2026-09-26,lingala-invente-par-les-belges,ledger-url,langue,"Le lingala, une langue inventée par les Belges ? Pas vraiment. Avant eux, il y avait déjà une langue de fleuve : le boba",carousel,photo_carousel,TikTok Studio item type + URL path,carrousel,yes,,,25544,TikTok video/photo-post views,,,1194,91,235,763,167,,23,15.4%,59.5,72.16,single_platform,lifetime (age in age_days_at_collection),organic,
R145,tiktok,tiktok,7685531757302549782,https://www.tiktok.com/@ethniafrica/video/7685531757302549782,2026-09-15,11,2026-09-26,cote-divoire-bouet-willaumez,ledger-url,pays,Bouët-Willaumez a-t-il inventé la Côte,short_video,video,TikTok Studio item type + URL path,video,yes,114,,1358,TikTok video/photo-post views,,,52,2,58,21,15,,37.23,8%,82.5,4.49,single_platform,lifetime (age in age_days_at_collection),organic,
R146,tiktok,tiktok,7685444060886093078,https://www.tiktok.com/@ethniafrica/video/7685444060886093078,2026-09-14,12,2026-09-26,fulbe-personne-appele-comme-ca,ledger-url,peuple,Quatre noms pour un peuple. Aucun ne v,short_video,video,TikTok Studio item type + URL path,video,yes,98,,465,TikTok video/photo-post views,,,25,3,0,5,4,,16.46,3.3%,60.2,1.54,single_platform,lifetime (age in age_days_at_collection),organic,
R147,tiktok,tiktok,7685440978597055766,https://www.tiktok.com/@ethniafrica/photo/7685440978597055766,2026-09-14,12,2026-09-26,daloa-zokou-gbeuly,ledger-url,lieu,"Tu connais Daloa, en Côte d'Ivoire ? S",carousel,photo_carousel,TikTok Studio item type + URL path,carrousel,yes,,,2733,TikTok video/photo-post views,,,138,18,21,49,25,,25.86,17.3%,64.8,7.72,single_platform,lifetime (age in age_days_at_collection),organic,
R148,tiktok,tiktok,7685437746491542806,https://www.tiktok.com/@ethniafrica/photo/7685437746491542806,2026-09-14,12,2026-09-26,senoufo-syenambele,ledger-url,peuple,"Chez les Sénoufo, en Côte d'Ivoire, le",carousel,photo_carousel,TikTok Studio item type + URL path,carrousel,yes,,,1412,TikTok video/photo-post views,,,105,3,9,37,9,,20.33,21.8%,82.9,3.99,single_platform,lifetime (age in age_days_at_collection),organic,
R149,tiktok,tiktok,7685354452248890626,https://www.tiktok.com/@ethniafrica/photo/7685354452248890626,2026-09-14,12,2026-09-26,krio-quatre-vagues-freetown,ledger-url,peuple,"À Freetown, quatre vagues de déportés",carousel,photo_carousel,TikTok Studio item type + URL path,carrousel,yes,,,1044,TikTok video/photo-post views,,,121,0,11,28,2,,19.3,17.5%,126.4,2.95,single_platform,lifetime (age in age_days_at_collection),organic,
R150,tiktok,tiktok,7685334903814180118,https://www.tiktok.com/@ethniafrica/video/7685334903814180118,2026-09-14,12,2026-09-26,nzema-appolo-frontiere,ledger-url,peuple,"Au Ghana et en Côte d'Ivoire, un peupl",short_video,video,TikTok Studio item type + URL path,video,yes,48,,454,TikTok video/photo-post views,,,32,2,7,6,4,,14.23,5.6%,90.3,1.5,single_platform,lifetime (age in age_days_at_collection),organic,
R151,tiktok,tiktok,7684964441703582998,https://www.tiktok.com/@ethniafrica/video/7684964441703582998,2026-09-13,13,2026-09-26,operator-meta-no-subject,text-rule,,"Tu connais ton peuple mieux que nous. Si on s'est trompés sur lui, dis-le en commentaire ou en DM : on vérifie, puis on",short_video,video,TikTok Studio item type + URL path,,,9,,332,TikTok video/photo-post views,,,6,1,1,0,1,,5.18,13%,24.1,1.1,single_platform,lifetime (age in age_days_at_collection),"organic, pinned","subject matched from caption text, not URL"
R152,tiktok,tiktok,7684713962822176022,https://www.tiktok.com/@ethniafrica/video/7684713962822176022,2026-09-12,14,2026-09-26,zombie-mot-bantou,ledger-url,mot,,short_video,video,TikTok Studio item type + URL path,video,yes,66,,100,TikTok video/photo-post views,,,5,0,0,0,1,,12.88,4.7%,50,0.33,single_platform,lifetime (age in age_days_at_collection),organic,caption not captured
R153,tiktok,tiktok,7684710053743430934,https://www.tiktok.com/@ethniafrica/video/7684710053743430934,2026-09-12,14,2026-09-26,keita-coulibaly-obligations-alliance,ledger-url,patronyme,,short_video,video,TikTok Studio item type + URL path,video,yes,47,,178,TikTok video/photo-post views,,,5,0,2,1,1,,14.92,5%,39.3,0.59,single_platform,lifetime (age in age_days_at_collection),organic,caption not captured
R154,tiktok,tiktok,7684706882673528086,https://www.tiktok.com/@ethniafrica/video/7684706882673528086,2026-09-12,14,2026-09-26,vodun-mot-fon-esprit,ledger-url,mot,,short_video,video,TikTok Studio item type + URL path,video,yes,57,,101,TikTok video/photo-post views,,,5,1,0,1,2,,14.92,2.8%,59.4,0.33,single_platform,lifetime (age in age_days_at_collection),organic,caption not captured
R155,tiktok,tiktok,7684702208629198083,https://www.tiktok.com/@ethniafrica/video/7684702208629198083,2026-09-12,14,2026-09-26,nzebi-muyambili-memoire,ledger-url,peuple,,short_video,video,TikTok Studio item type + URL path,video,yes,52,,87,TikTok video/photo-post views,,,4,0,0,1,1,,11.37,5.5%,46,0.29,single_platform,lifetime (age in age_days_at_collection),organic,traffic split unavailable (<100 views); caption not captured
R156,tiktok,tiktok,7684695856146042134,https://www.tiktok.com/@ethniafrica/video/7684695856146042134,2026-09-12,14,2026-09-26,duala-peuple-avant-la-ville,ledger-url,peuple,,short_video,video,TikTok Studio item type + URL path,video,yes,46,,479,TikTok video/photo-post views,,,23,0,7,4,3,,14.43,5.3%,62.6,1.58,single_platform,lifetime (age in age_days_at_collection),organic,caption not captured
R157,tiktok,tiktok,7684693876015418627,https://www.tiktok.com/@ethniafrica/photo/7684693876015418627,2026-09-12,14,2026-09-26,dioula-un-metier-une-langue-une-identite,ledger-url,peuple,,carousel,photo_carousel,TikTok Studio item type + URL path,carrousel,yes,,,11716,TikTok video/photo-post views,,,633,23,84,249,66,,21.22,23.4%,63.2,33.1,single_platform,lifetime (age in age_days_at_collection),organic,caption not captured
R158,tiktok,tiktok,7684690245262101782,https://www.tiktok.com/@ethniafrica/photo/7684690245262101782,2026-09-12,14,2026-09-26,amazigh-berbere-deux-noms,ledger-url,langue,"Au Maroc et en Algérie, « Amazigh » ne",carousel,photo_carousel,TikTok Studio item type + URL path,carrousel,yes,,,718,TikTok video/photo-post views,,,25,2,2,11,2,,19.76,10.6%,40.4,2.03,single_platform,lifetime (age in age_days_at_collection),organic,
R159,tiktok,tiktok,7684685493895793942,https://www.tiktok.com/@ethniafrica/photo/7684685493895793942,2026-09-12,14,2026-09-26,agni-anyi-meme-peuple,ledger-url,peuple,"#agni #ashanti #ghana #cotedivoire (caption begins with hashtags; page title: Agni et Anyi : même peuple, deux orthograp",carousel,photo_carousel,TikTok Studio item type + URL path,carrousel,yes,,,3834,TikTok video/photo-post views,,,243,8,11,49,32,,18.74,25.4%,68.3,10.83,single_platform,lifetime (age in age_days_at_collection),organic,
R160,tiktok,tiktok,7684680368108375298,https://www.tiktok.com/@ethniafrica/video/7684680368108375298,2026-09-12,14,2026-09-26,mami-wata-nom-anglais,ledger-url,mot,"Au Bénin comme au Cameroun, Mami Wata",short_video,video,TikTok Studio item type + URL path,video,yes,63,,427,TikTok video/photo-post views,,,20,1,2,1,6,,15.88,5.8%,53.9,1.41,single_platform,lifetime (age in age_days_at_collection),organic,
R161,tiktok,tiktok,7684676051934383382,https://www.tiktok.com/@ethniafrica/video/7684676051934383382,2026-09-12,14,2026-09-26,krou-pas-lequipage,ledger-url,langue,« Krou » ne vient pas de l'anglais cre,short_video,video,TikTok Studio item type + URL path,video,yes,90,,1309,TikTok video/photo-post views,,,85,1,21,28,12,,28.19,7%,81.7,4.33,single_platform,lifetime (age in age_days_at_collection),organic,
R162,tiktok,tiktok,7684292259612773654,https://www.tiktok.com/@ethniafrica/photo/7684292259612773654,2026-09-11,15,2026-09-26,bantou-ntu-ba-prefixe,ledger-url,mot,#bantou #zoulou #kongo #afrique #ethni (hashtag-only start),carousel,photo_carousel,TikTok Studio item type + URL path,carrousel,yes,,,109,TikTok video/photo-post views,,,5,0,0,0,1,,20.89,11.6%,45.9,0.31,single_platform,lifetime (age in age_days_at_collection),organic,
R163,tiktok,tiktok,7684291051401661718,https://www.tiktok.com/@ethniafrica/photo/7684291051401661718,2026-09-11,15,2026-09-26,keita-coulibaly-obligations-alliance,ledger-url,patronyme,#mali #keita #coulibaly #ethniafrica (hashtag-only start),carousel,photo_carousel,TikTok Studio item type + URL path,carrousel,yes,,,181,TikTok video/photo-post views,,,14,0,0,2,0,,16.12,33.7%,77.3,0.51,single_platform,lifetime (age in age_days_at_collection),organic,
R164,tiktok,tiktok,7684287670910012694,https://www.tiktok.com/@ethniafrica/photo/7684287670910012694,2026-09-11,15,2026-09-26,kouyate-jeli,ledger-url,patronyme,#mali #afrique #nomdefamille #ethniafr (hashtag-only start),carousel,photo_carousel,TikTok Studio item type + URL path,carrousel,yes,,,133,TikTok video/photo-post views,,,10,0,0,1,1,,19.88,29.6%,75.2,0.38,single_platform,lifetime (age in age_days_at_collection),organic,
